Gene	Score
MAP4K5	0.4607129052076701
PGAM2	0.4608214946235492
GLIPR2	0.4609322531215918
NKX2-5	0.46093387619445975
ARHGAP4	0.4610608488372026
BDP1	0.4610687534081432
ZIK1	0.46140429391304544
POU5F1	0.46154398769766836
GMDS	0.4616935657176178
CSPG4	0.46183153608527866
CDO1	0.4621016002472611
TMEM132A	0.4621582707382969
ROPN1L	0.4621903363972852
C1D	0.4623364697773281
ACY3	0.46254116644849436
ZNF319	0.46287854355795366
PIGF	0.46288896476759794
REN	0.4629239658326049
TMEM204	0.4631261563044857
SLC16A13	0.46314494040485926
SLC35E1	0.46360719060827116
MYOM2	0.4636157457984114
ZNF131	0.46375644331007054
PLA1A	0.463810312503535
HIGD1C	0.4638155171331585
SRR	0.46387767771608546
BRCC3	0.46404067773746527
ALKBH8	0.46409578721706685
ROM1	0.46476325351989023
LTA	0.46494480347683376
NEIL1	0.465207332586491
CER1	0.465213828935305
FXYD6	0.4653490040686537
TNFRSF25	0.46538323173069596
HEATR5B	0.4654446743487832
NTHL1	0.46544849743228867
LYPD6B	0.46557523392788025
EP400	0.4656339654884698
DUSP19	0.46569046205911496
ZNF608	0.4657066752441937
TM9SF3	0.4658106975356466
CDH15	0.46583882157259227
PHIP	0.4658657392918909
UGT2B28	0.46586813940124266
STK31	0.4659621415533434
TMEM107	0.465982912940994
SLC13A3	0.4661540741947997
BGLAP	0.4663228359820135
FAM13C	0.4663709712223598
OPHN1	0.466639405957204
KIF15	0.4667126471121344
TNFRSF12A	0.46707282794147664
IGF2BP3	0.46722171804323087
GNAQ	0.46743381728802635
CD19	0.4676246183321397
ARF6	0.46779664203577054
PDGFA	0.4682354339442011
AADAC	0.4682637074794361
CSF3	0.46845780921235314
ADCYAP1R1	0.4685730244425528
ARHGEF15	0.4686526886668474
HLA-DRA	0.46868039464260774
MOAP1	0.4688040635025428
NT5M	0.4688122744912311
KLK3	0.4690379381025619
GLUD1	0.4690520590902209
IL1RN	0.46907327122250225
RAB21	0.4691649120981535
LANCL3	0.4694635253125647
C1QA	0.4695221611093369
CGRRF1	0.4695748684327081
CDKN2A	0.4695802293513467
CAMKK2	0.470038010763884
TCN2	0.47005762542844276
NARS1	0.4701034860692769
ISCU	0.47031346267834695
CLEC16A	0.47054396647832
HAND2	0.4705898935641895
ARL8A	0.4706654993102504
ADAMTS9	0.4706803574148371
ZNF281	0.47077172849268284
ENTHD1	0.47101169109333285
PPEF1	0.4711667869862649
PTH	0.47118468433383565
GABARAPL2	0.47153946968936933
KNTC1	0.471637000505381
SPRYD3	0.47164120170022894
IFNG	0.47189168189699676
SLC24A3	0.47193807350476485
GJB6	0.4720870304413341
CNGB3	0.4722208030961943
TAF11	0.47233479397665384
RRAS2	0.4723353541397629
PAX4	0.47237265388270744
CHST13	0.4726248421141939
HIC1	0.4726881112032866
OTX1	0.47277671328865745
NLRX1	0.47282104261921215
LENG8	0.47320726670254304
BZW2	0.4735512977492619
SCGB1A1	0.4736751073615684
TBC1D10B	0.4739507797248227
OR5M1	0.47418071329353867
LIMS2	0.47419717621686225
BANK1	0.4744374142439039
TALDO1	0.47474642911377263
SYNGR4	0.47481019948519304
SLC35D2	0.47483007055261295
PGD	0.4748774665237502
CALCB	0.47493282192214664
LINGO4	0.47493696397475593
CABP2	0.47516946268971144
GNPDA2	0.47523772757056765
NME2	0.47538106584606576
HSD17B2	0.47542684509454974
PCDH9	0.4755345091767446
SUSD5	0.47563800196057326
ABCA12	0.4761312171819398
CNDP2	0.47622559732500586
ZFHX2	0.4763063551825575
TP53BP1	0.47635053131067395
NQO2	0.47655017620691503
PRSS27	0.47669636502014484
DPYSL2	0.4767127373567073
OLFML2A	0.47673100975608795
HOXB7	0.47678979714507563
TAGLN	0.4768971276877598
ANAPC10	0.47718672054145894
SERPIND1	0.4771975048151021
TNFRSF18	0.47747609321870654
OR10G2	0.47809694803327685
DDX3X	0.47820961527674327
KCNMA1	0.47835627061236213
ALDH3A2	0.4783689347090956
GAPVD1	0.47852876440076464
KLF17	0.47875369980111854
BMP4	0.4787954695840759
IGSF6	0.4789030870025306
INTS5	0.47915137071798414
NEK9	0.4793155521182342
NOBOX	0.47972452583005565
MLLT6	0.4797726521667798
ELMO1	0.4798288846521068
CATSPER1	0.48016352801867096
HIGD1A	0.4801638041071457
NDUFA1	0.4802735094222383
SLC35E3	0.4807087967410412
G6PC3	0.48115093919330576
GNG4	0.4813044306446186
SORT1	0.4813758764452444
GHITM	0.48160593201218016
ARNTL	0.48195322045908323
HNMT	0.4820185141662053
ADAMTS8	0.4820238363160622
RGN	0.4822032716625653
GRIA4	0.48225896855590644
RERG	0.482399558566278
HPD	0.4824004248770988
PPIB	0.4825357880874199
TAAR2	0.48282661789329645
MDM1	0.483116490321657
RS1	0.48321332149011065
C5orf34	0.48330784200623494
AMDHD2	0.4833828604917969
CPEB1	0.4834833763786336
ARNT2	0.4835722831258423
PSMB2	0.4836542795222012
KIF23	0.48366781473221704
HAO1	0.4836800299614369
SCAMP2	0.4838363247964685
FEZF2	0.483870597931091
KLHDC8A	0.4839261379377307
LIPE	0.48400074944919175
MMP8	0.4841698690440854
HMGA1	0.4842028025360207
FBXO28	0.48445292461937006
OR8A1	0.48470091257648595
STIL	0.48472153722148326
RNASE6	0.48475241077845327
TM9SF2	0.48498541635533704
SLITRK3	0.48509296616699155
BCL2L12	0.48523837566681816
ADAMTS2	0.4852444262948052
USP14	0.48575095616429687
ILDR1	0.48577893297956454
FAM102A	0.48594496998826764
DCTN1	0.48661835382870466
CENATAC	0.4868646574158209
OR2F1	0.4870327868719818
C2orf68	0.4873525437378478
TUBA4A	0.48751439040148575
SCG2	0.4875543777365593
RNF130	0.4877258554351914
PCDHA7	0.4878383499855151
SPTLC3	0.48786349286478
SWAP70	0.48798466541120916
ENOX1	0.4880649848803739
HTR1D	0.48813111093482103
CEPT1	0.48828387539515633
RAB5C	0.48858147421511094
OR5L1	0.48864763383533666
MFAP3	0.4887145050433178
PM20D1	0.4888191807362234
CCNA1	0.4889802641582246
CYP1B1	0.4893052849703773
DYNLRB1	0.4897296508155865
SMURF1	0.4897963206479188
KLHL4	0.4898011127623286
ASB9	0.48981457538948814
LRP12	0.4901807477121124
CNGA1	0.49026379547751175
LRP5	0.4902844796464467
CLASP2	0.4903251766732699
SNPH	0.4903543094318838
OR5T3	0.4904166891987887
IL31RA	0.49060612506208023
RASSF1	0.49066281824323127
APH1A	0.49108621822814413
NXN	0.4912165110114532
LPIN2	0.49183154619525354
ARHGEF18	0.4921587677947391
LSM8	0.49220072264879916
NPAT	0.49233525173934234
ADAD1	0.49234623611308964
ACTL6B	0.4923725441767709
ANKRD11	0.49264913934778115
OR5B17	0.49280841604637654
GABRG2	0.49284117910006997
EXOC4	0.49306381167003666
RCC1	0.4930662700844191
AR	0.4934087635591599
ADIPOR1	0.49362684593366907
MRPS9	0.4937015094548979
TMEM79	0.49375338273617875
ORAI3	0.4938973891547644
ZNF354A	0.4940674260923798
CNOT6	0.49435926228279664
CSF2	0.49450802918173936
CD28	0.4946436874063283
TRAF2	0.4946880828728581
SYN2	0.49485503409725706
OLIG1	0.49491169835323634
TEAD1	0.4950039010807924
TMEM88	0.4953668656218304
PPA1	0.4955550172027638
SEC24A	0.4955829075061565
PSAP	0.4956171138456301
OR5K1	0.4956494116490421
ZFAT	0.4957977369735932
TTC32	0.49583002154867845
GRIA1	0.49585673382716744
FKBP5	0.4958741395122145
SLC30A4	0.49609259980499093
VDR	0.49609963096798265
RHOJ	0.49631197566390234
HTR1A	0.4963411849815086
SLC16A8	0.49650809915021327
SNX31	0.49654327571467644
APPL2	0.4965520790261079
PTPRA	0.49699311423226644
DACT1	0.4971128248396475
RASSF6	0.49728752550945365
PRR14	0.49732967065932787
AFP	0.49734040176108557
COQ4	0.4975611930832956
MORN2	0.4975821472240696
MID1IP1	0.49783889666955955
TAS2R4	0.4980823798150935
INTS12	0.498165486985877
RASSF5	0.4981869511915816
PRKCE	0.49822906779099874
TRPM5	0.498299046148754
RASA3	0.49867329157546486
PSMD1	0.4987008000045472
RXFP1	0.49908559544230524
MAFK	0.4991156287648033
SAAL1	0.4994110461497701
PAPPA	0.49941492078078253
RBM34	0.49966728932144255
ERCC6	0.49969523146688616
FOS	0.49971981003156135
PDCD5	0.49980302372391133
P2RY13	0.49982477093154537
ATR	0.499912527660303
SPATA3	0.5000409321943514
NKAIN2	0.5001035804486451
GRIK4	0.5001493743081687
PTPN2	0.5004787675981838
MAGED2	0.500555027840936
TPST2	0.5006911740796172
GPR174	0.5007872429593203
ITGAD	0.5008202800852265
DUSP7	0.5009512680219399
GEMIN6	0.5010681236152689
IL18R1	0.5011481135005293
PICK1	0.5012859832224814
EVC2	0.5013583814188036
CCDC51	0.5013629159980538
SH3RF1	0.5014014172357227
TP53INP2	0.5014776349183446
GOLGA7B	0.5014957112073354
PGK2	0.5015187770001651
CD14	0.5015512472562489
SIX4	0.5015675499473129
CRLF3	0.5015965843972188
CLNK	0.5016277444877209
ZDHHC4	0.5016962344275412
ZCRB1	0.5018904688070079
AFTPH	0.501956207496081
BMP8A	0.5019564229862965
SYNC	0.50198606598169
KCNH7	0.5022784723392846
ORAI1	0.5024611763050774
SLC39A6	0.5024888376890873
GBP6	0.5025347924317554
SLC9A6	0.5025766953540601
KCNJ1	0.5026400509315571
SRP72	0.5027803406850377
TMPRSS3	0.5030203078194858
PTPRC	0.5030760839078883
NTSR2	0.5030867569124662
CYFIP1	0.5030893390501423
DCTN6	0.5031058083071925
RGMB	0.5031301662208216
IFT57	0.5031329224888197
XPO4	0.5033014958851371
EXTL2	0.5033347068231764
POLR2A	0.5033367870248291
CORO7	0.5033526865691705
CPNE3	0.5034514120025955
EXOC3L1	0.5035015380188342
HMGB2	0.5035365664135207
STK10	0.5036254165996988
BOC	0.5036515883809218
PKMYT1	0.5039637412412987
ZNF618	0.5040046214913365
PAPOLB	0.5041448226305868
SPOPL	0.5043592954485159
TRIM14	0.5044211215004442
ESR2	0.5044964556014087
RD3	0.5045178539627626
CLEC4E	0.5046583494956421
BICD1	0.504692354832019
COPB2	0.5050496163294425
LHFPL3	0.5050910544622645
MFSD3	0.5051069594016273
YWHAE	0.5053435896987502
MTFMT	0.5053862137843224
MMP11	0.5053906569645287
PCDHGC3	0.5055833255694362
PLCB1	0.5056161678608153
SCN4A	0.5058577945667629
GUF1	0.506235178017208
PLOD3	0.5064400775102424
IFNA4	0.506504098857229
NCOA4	0.506651140898706
CCDC122	0.5067925863096223
SPINK5	0.5068958556130526
ADRA1B	0.5073324242007484
KLK3	0.5076061923623121
OR2A14	0.5078811947190053
DAB2	0.5080349202270044
ZNF777	0.5083077603894665
OR10G9	0.5083471264652203
TTC14	0.5083933747862243
SNAPIN	0.508453364329941
STAC	0.5085268296388954
NFIC	0.5085714783901462
ZBTB43	0.5087411022724084
KIF3A	0.5092553009271814
SEMA6C	0.5094751807463727
OR14J1	0.5095029850611033
TIMD4	0.5097594186157514
PDZRN4	0.5101604025864918
CST5	0.5103491156302886
TMEM134	0.5105274840231536
COL13A1	0.5107929414675739
SERPINA3	0.5108585733482391
TMEM129	0.5110563769283077
ZNF551	0.5112025265440485
ZNF217	0.5114661359292031
LYPD6	0.5115713234852018
HAS2	0.5116375715964652
SPATA17	0.5116652559183428
PIK3R3	0.5117340279205683
RPL3L	0.5118362237414378
CKS1B	0.5121124201410194
IDUA	0.5121808210067148
PSMD14	0.5124198638380115
MAG	0.5126352241142392
POLB	0.5128412601348246
DHX57	0.5128560324035829
DNAJB6	0.5129004392426552
CSN3	0.5129916492157719
ZIC3	0.5130053957890286
RIN3	0.5130373482404691
TMC7	0.5130455538243226
DPAGT1	0.5132030612857563
OR8G5	0.5134103892403751
VWC2	0.513696827454943
TMOD4	0.5137626898806625
KEAP1	0.513853013009951
GAL3ST2	0.5138876980254535
PRF1	0.5139233692969085
SYCP1	0.5141685373699534
AIRE	0.5144117010106652
GFRA4	0.5145632678263602
YIPF1	0.5147331026076576
TRIM65	0.5149878112701364
SHF	0.5150609874832006
TNF	0.5152890237364636
ZNF106	0.5154211269302068
CNDP1	0.5155486433176488
CHMP2B	0.5158043489671781
S1PR1	0.5158772365906886
ZNF780B	0.5160824360765056
RETSAT	0.5162274798277324
UBXN8	0.5163383871137333
CDH11	0.5165446427490601
ANKRD12	0.5166159661617876
ANGPT2	0.5166246506885473
GKAP1	0.5166808661491042
CLCN3	0.5167077056978924
UPP2	0.5167163310893466
DNTTIP1	0.5167803296147292
CTNS	0.5168796005259401
SLC39A4	0.5169294872152262
ACYP2	0.5171477314099552
TRIM16	0.517238437491613
GJD2	0.51728144580157
GPR37L1	0.517299753609739
ACY1	0.5173285571077871
PI4KA	0.5175182901311672
KCNK10	0.5178315792117154
NUB1	0.5178406610313412
ZNF395	0.5179566364868127
IL4R	0.5179726692558377
PLD4	0.5179988192084326
TMEM68	0.518004095432931
TTC7B	0.5181987237848101
GDF1	0.518246320732285
OR1I1	0.5184158260853091
ANKRD49	0.5184367760816767
GNAL	0.5187463456183075
TGS1	0.5187512980884995
EPS8	0.5191914194690279
DSC1	0.5192780500515732
ATN1	0.5193303411207377
FOXL1	0.5195725898047275
OR4C11	0.51970597582055
PLCL1	0.5197385272353062
LGALS9B	0.5197964571437168
CH25H	0.5202040269214024
TYK2	0.5202738899083086
IRF2BP2	0.5206998282594508
IRAG2	0.5208463199417688
ANKLE2	0.5209210381639005
ZNF354C	0.5210390522598253
SURF4	0.521110880720965
MCTP2	0.5211607723869163
OR5B12	0.5213484169946154
ATOH1	0.5214507448558547
SULT2B1	0.5220664553171284
SLC22A1	0.5221656844761983
POLE4	0.5221841347344744
EMX2	0.5222464824987986
CASP7	0.5222898561391652
VSIG2	0.5223168885244318
NAV1	0.522340401383452
MFSD11	0.5224563412996684
TMEM132C	0.5224600173362283
TRAM2	0.5229076731835034
SERHL2	0.5229719075172913
MED16	0.5230558291296485
GFRA2	0.523076021377248
SULT2A1	0.5234256331562264
KCNE4	0.5235360091064327
CSNK1E	0.5235897782350816
PSMB6	0.5236386568688043
MYADM	0.5237659483570595
NUDT7	0.5239060723109595
PPIC	0.5240572486111822
CHD9	0.5240628337274416
RASSF2	0.5241707459207091
CD302	0.5242012323720302
SNAP29	0.5243095745998868
S100A1	0.5243390743272199
PACRGL	0.5243419349768259
IK	0.524366033062426
ANXA7	0.5244105945175499
SSR4	0.5244427131598138
TTC21A	0.5245849345364129
ATP6V1B2	0.5246195644115108
PNPLA2	0.5247243180348689
KIAA2012	0.524794092037146
CPNE7	0.525000822889645
CSTF3	0.5250378685193388
UPK3B	0.5250609399920283
CRYBB1	0.5253676711908111
PDLIM2	0.525572910096274
CLDN14	0.525699702647493
PSPC1	0.5257948215342778
TLE3	0.5258958244130094
SCX	0.5259418828303675
ACSM1	0.5259979655916195
IER3	0.5260568769645685
CD37	0.5262722489799079
RHOC	0.5266117875338416
CIDEA	0.5268250238662354
C5orf15	0.5270102772776302
B3GALT5	0.5271655210345493
ELOVL5	0.527575177266848
UHRF1BP1L	0.5276326261803661
PRKCSH	0.5277535713810987
MGAT5B	0.5279569357804023
WSB1	0.5281400716012401
NPVF	0.5282460916597128
PARP4	0.5282973822158151
SLC25A31	0.5283332728822514
PRKACB	0.5284335946678442
PI4KB	0.5284447071577127
PHYH	0.5290670757249752
PLCZ1	0.5291631767690855
OR4Q3	0.5295156045556316
HELT	0.5295625549086392
VEGFA	0.5297254144156978
CXCL14	0.529820026268462
KMO	0.5298609073598478
ARSI	0.5299047186663283
OR8D2	0.5300568626948106
COL8A2	0.5301132391600129
EGFL8	0.5301531290942293
SLFN13	0.5303072923397866
TEC	0.5306037047435161
FABP5	0.5306143009839033
CRIPT	0.5314461839832207
PHF19	0.5314682332637783
GOLT1A	0.5314737110669345
NCF2	0.531490615414219
HIC2	0.5315046492163386
MMP24	0.5315460760851394
HSPA2	0.5317207899021139
MGA	0.5317645019970666
FMNL3	0.5318912650328352
NR1D2	0.5319445228644962
PRSS12	0.5320310945725125
ABR	0.5320754495805038
CMTM8	0.5321108992431781
OR7E24	0.5322146588834289
PRKAR1B	0.5324556895170763
ANXA11	0.5328135545134463
DCLRE1C	0.5328919983734302
ANO1	0.5330261205323034
PCDHA1	0.5333222535470984
RAD18	0.5333638000532399
DPM1	0.5334016861643934
TSPAN31	0.5334556365746054
NDST4	0.5334597785093453
TCEA1	0.533907952421002
RHBDL2	0.5340346821647679
BNIP3	0.5340468049348294
SP6	0.5341936674171509
IFNA4	0.5342278797811371
RAB5B	0.534776207537854
LSAMP	0.5349587251743069
FOXQ1	0.5349819974901452
MPV17L	0.535270334558465
METTL6	0.535520961593368
FLI1	0.53554002337331
PRKCD	0.5358324122339007
PHACTR2	0.5358835222176153
TAS2R16	0.5361469881537352
CLCC1	0.5362792328645535
P4HB	0.5363193866512488
SNX20	0.5366534016653493
ATF3	0.5367587841745387
CREB1	0.5368931611512758
TRIP10	0.5369727498030699
BST1	0.5373039312518721
SYNPO2	0.5375070491777797
MKKS	0.5376340750888084
IRAK4	0.5377365921002123
OSCAR	0.5379598138604519
ADAM15	0.538200563534088
B3GNT7	0.5383898561803742
CRTAP	0.5384690073060189
MS4A7	0.5384915296370975
TNFSF12	0.5385215410329812
PIK3CD	0.5385782670618388
DGKG	0.5385803176553476
BTG4	0.5389026281076386
ARHGEF3	0.5389896025676888
QRICH2	0.5392852667569914
LPL	0.5394651385292575
TRAK1	0.5395449372294426
IGSF1	0.5399710053531664
KLK7	0.5403431351108309
RAB22A	0.5403762863366768
BLOC1S2	0.5405396183651922
ZDHHC21	0.5407901443694246
CSMD2	0.5408110034616083
STX18	0.5408824554820774
LGALS8	0.5409621067386668
CSF3R	0.541060297786613
VGLL4	0.5410663134607789
PDLIM7	0.541073195315036
SH2B2	0.5411458399721661
ERGIC3	0.5413754272078113
SLC38A10	0.5414653630091876
NLK	0.5415122152729838
XYLT2	0.5415735241879276
RPL10A	0.5416941892990185
KLC2	0.5417001183603172
PAK1	0.5417494461683459
B9D2	0.5418300264378851
KLRG2	0.542818050857893
ZMYM6	0.5428842145395214
SFXN2	0.5430782685380521
ADAM7	0.5431796304654335
ARMC4	0.5434595968734901
PPM1F	0.5438022205571326
SIRPA	0.544094252439388
STK39	0.5441370942889134
NCK1	0.5443014749993509
ARHGDIB	0.5443978066174606
CD164	0.5444436075954858
HDAC5	0.5445277719052193
FES	0.5446572140817881
OR5M11	0.5446788492604373
ZC3H7B	0.5448468122537469
PLA2G2C	0.545018030590476
LDLRAD3	0.5450763180649792
NCAM1	0.5453055319025117
TLR9	0.5454275753556143
RIPK2	0.5456676326862161
CMC4	0.5457235186385041
SOX1	0.5457264770897197
ATP6V1D	0.5461327538267073
DLGAP3	0.5469167080695664
SPEN	0.547089382823609
SEMA4F	0.5473686841033931
CREB3L4	0.5477467731891981
LAMC3	0.5479059566107809
KPNA3	0.5483737388174089
PDE7B	0.5483749731097808
BTLA	0.5484548582918429
RBM28	0.5485413986612776
SLC29A4	0.5486398112543616
MYO1F	0.5486793363773844
BANF2	0.5488229874675428
SATB1	0.5489283791009596
KIRREL1	0.549122244103825
OR11G2	0.5491638052030076
HECTD1	0.5495737663575537
CITED2	0.5495809923200474
OSTM1	0.5497088298552605
NIPSNAP1	0.5501932606965573
ABHD2	0.5505902235843095
TM7SF3	0.5507023022019026
CWC15	0.5507193347208856
PRRG1	0.5507539058306822
ALG5	0.5510293067915502
ZP3	0.5510530939405253
EMILIN1	0.5512629229792714
RASL11A	0.5513530077657534
TTC17	0.5514029686664987
SAMD4B	0.5517480031338695
PIK3R1	0.5517914851991991
CSF2RA	0.5518451380165442
TMEM50A	0.5519464022724966
ABCC1	0.5521361705378796
LTB4R2	0.5521835179529914
CAMK2B	0.5522624036725585
H3-3A	0.5522740627315094
GPI	0.5523597324913343
RBM15	0.5524884237780995
TAX1BP3	0.5524933716571251
LRRC8A	0.5525972936970195
PHLDA3	0.5526561112289605
DMD	0.5526812576031328
ACTRT1	0.5527932854515087
SLC26A5	0.5528601105400801
CNPY2	0.5531260509881659
RPS6KA1	0.5531804596536329
LGSN	0.5531997328660581
NUFIP1	0.5532557432047793
JUN	0.5533194486421174
ALG12	0.5534091131281769
ITGAX	0.5535610176298379
IL1R2	0.5536468366741137
KIF18A	0.5536774312882342
PCDHGA2	0.5537861709862889
TNRC6C	0.5540536129414823
COG8	0.5541864403855055
CEP164	0.5543446960109796
TBC1D22B	0.5543839739406438
NRAP	0.5545697850681475
HOXD4	0.5546651558405334
UBE2F	0.5547020014985297
NUDT18	0.5547721751110227
AMPD1	0.5548595913683091
PDIA6	0.555031709629497
RPN2	0.5550325247089802
FBXO33	0.555174835851349
ATG16L2	0.5552552415697501
DNM3	0.5552738929462452
LTB	0.5553630631141218
STBD1	0.5553937723923829
AJAP1	0.5555619367138085
OSBPL3	0.5555933342388449
DDIT3	0.5559418599606853
CSF2RB	0.5564023921240483
ATP1B4	0.5564979766063802
DGKH	0.5565349879160992
CBLN3	0.5566874063338375
SLC26A2	0.5568303079275864
SPATA5	0.5568551140112604
PDE4DIP	0.5568791865457334
CTNNA3	0.5571231753599221
COTL1	0.5573366294046859
JRKL	0.5574261380950452
TCP11L2	0.5575488863535879
PCDHA10	0.5576375510223494
ATF7IP	0.557675835872159
RNASEH1	0.557729382987967
ZNF687	0.5578055593601394
SLC26A4	0.5579714798643833
LRG1	0.5581915022114728
ATP8B2	0.5583663395634199
UBE2G2	0.558434168503067
MET	0.5584372491237116
PPP1R1C	0.5584795176419384
DGAT2	0.5585455706500411
OAF	0.5587490954822825
ZNF704	0.5590183608654097
TSPYL5	0.5593187418061284
MARK2	0.5593550704873648
CFB	0.5594449844110463
GOLPH3L	0.5597222480609735
YLPM1	0.5599232402753959
MORF4L1	0.56001330807776
RPL37	0.5601335660072773
BMF	0.5603010717980191
VPS4B	0.5603269872356988
SEC24B	0.560549187129323
RTTN	0.5605935709343484
MAPKAPK2	0.5608016910637899
CDK5RAP3	0.5608157608763074
MYH4	0.5611239444618852
LRRC38	0.5613137628798451
TXNDC8	0.5616223363987735
CRTAC1	0.5618809866392883
TEKT1	0.5618899971384402
TNNI3K	0.5620953158987084
CAMTA1	0.5621125967672054
TMPRSS13	0.5621691565790014
ERP29	0.5622554019401635
GZMH	0.5622788264915676
MORC2	0.5623442783398036
OSBPL8	0.5624905122148379
FRMD4A	0.5625642862145601
IRF6	0.5625767402652228
CDON	0.562734212951804
ZNF689	0.5629224195436928
STK32B	0.5630066465695434
LSP1	0.5630604270877763
HAAO	0.563138376855303
ZNF274	0.5631934223747921
GPX3	0.5633292825491268
C4orf19	0.5633861069906132
ARMC3	0.5634277268873964
OLIG2	0.5635368403101744
SET	0.5635827122390095
PDE4B	0.5636475920497308
PRSS22	0.5640001943627821
NRIP1	0.5641764263993091
PIK3C2A	0.5643692093723766
IL6	0.5644135357973178
NMUR1	0.5645441356212516
CHDH	0.564733028599321
SLC15A4	0.564780022244679
PRDM15	0.5647999598832859
CCR5	0.5648190850247562
HR	0.5648959474768706
CAV3	0.5649154746052084
OR51B6	0.5649398597254501
RHOQ	0.5650348394865865
ATP6V0A2	0.5650454338167179
GLB1	0.565347856332565
SPG21	0.5653897413319543
HOMEZ	0.5654213630387821
COPG1	0.565542296531072
ADAM28	0.56556604703219
CAMK2G	0.5666441173797554
SORCS1	0.5668405769989764
GALNT3	0.5668998834886748
PEX14	0.5670889827989496
SNRK	0.5671357278054163
RGS9	0.5672456639975537
KCNV1	0.5673776684307906
FGR	0.567393260856691
CILP2	0.5673956701325156
RCSD1	0.5676978367177351
CXCR4	0.5677957172210039
WDR31	0.5681379775753513
RPS20	0.5681470592530486
HBE1	0.5681585207142453
AZI2	0.5682610846378694
OR52N1	0.5682703808696826
BRD8	0.5682990350990637
RASA2	0.5683530196670726
C9orf24	0.5683760982873646
ACTL7B	0.5685556548152403
REG1A	0.5685797964715176
OR4S2	0.5686058899121477
AIP	0.568727010701387
ASCC2	0.5687359266164023
RYR3	0.5690720442314563
ZNF518B	0.5691612994463705
SNED1	0.5696678545524742
FOXD4	0.569801058102391
LCN2	0.5698046303626279
CRISP2	0.5698198465261172
ANKRD28	0.56988055020164
ARL4C	0.569976514747949
TST	0.5700463003654271
CCR10	0.5701992853470212
DOCK9	0.5702356949321891
SESTD1	0.5702426804985201
MYL1	0.570570699961012
HAND1	0.5705990964780089
MMP19	0.5706460385718236
MGAT3	0.5713942680743566
RND1	0.5714149822425283
B3GNT2	0.5714386810388705
RPS18	0.571446647826516
TP73	0.57171952637089
NFIX	0.5717529702304444
CKMT2	0.5718113314747421
ABCG8	0.5720995057512935
PARG	0.5724862523898329
GLB1L2	0.5725215387111438
RHOBTB1	0.5727302173561352
C12orf50	0.5732773217914253
MIER3	0.5733511319420153
ETNK1	0.5734282668537928
SETD7	0.5735049349580708
INPPL1	0.5737642476708946
RRAS	0.5737862806328761
CAPN8	0.5738700516459294
OR5B21	0.5741849521876449
HCN2	0.5742342845401553
RCOR1	0.5743624489332347
NEUROG1	0.5744481614558232
C2orf81	0.5744752044056025
IL22RA2	0.574614884174877
LTBP2	0.5746430364768599
WDR93	0.5746718442915177
ARL16	0.5749852165598248
DLX6	0.5751134142574238
LRRC55	0.5753237942539401
FGF20	0.5754180653467329
SNAP23	0.5754634866686282
HS6ST3	0.575523267758187
SP3	0.5760897780334507
DSCC1	0.5761529647638161
ZP2	0.5761727877087549
CORO1A	0.5763553560497018
TNS4	0.5763988610593488
YOD1	0.5765345501387014
S100A6	0.5765695194180597
ZNF263	0.5768157912321435
AP1M2	0.5768206399437801
PYGL	0.5770285569843411
DPP4	0.5770655650163301
PPL	0.5771136715319989
GCAT	0.5771969599134822
TAP2	0.5772004708795847
SLC12A9	0.5773079278958143
A4GNT	0.577323073396732
FAM131C	0.5776471124944915
RALGPS2	0.5776486549736636
CRAMP1	0.5779551940383519
PWP1	0.5780386294609065
MAPKAPK3	0.5780522124456672
COLEC11	0.5784004077796032
FLYWCH2	0.578410052844751
GPX2	0.5787148773733539
CBLC	0.5787793111263883
OR4C16	0.5788128536413681
MYL9	0.578869191819324
MYO18B	0.57887441443551
SLC6A12	0.5788974741324975
ST7L	0.5791335979503145
ADSS1	0.5795750703704421
MBOAT1	0.5798764867439211
PCNP	0.5799454147470186
CLEC4A	0.5799558315695507
HMX3	0.5800109604367215
HIVEP3	0.5800181928084449
STON2	0.5801042728422772
TRIM31	0.5801531696453511
CDK6	0.5801594353625852
NIT2	0.5803012058309027
HOXD8	0.5804115717713522
JDP2	0.5804660965341668
LPAR3	0.5807026702922817
PAPLN	0.5807845240241791
STX5	0.5808686072629622
PRDM9	0.5808735223441357
P2RX6	0.581206656121193
HEBP2	0.5812631163606301
RAB9A	0.5813227853210462
FOXRED1	0.581636187090358
HSPB3	0.5818167713480336
LCORL	0.5820420235592898
ADRA1A	0.5825059408836499
AIFM3	0.5828311429310749
RTBDN	0.582935293929247
RAB23	0.5831252753871081
UGT1A4	0.5833507687902583
KL	0.5835380024359217
PTGES	0.5837339520004095
ARHGEF17	0.5839714458293208
SMYD4	0.5840349661234391
NOTUM	0.5840687227978025
MXD4	0.5841174546434659
COL9A1	0.5842649436291669
GREB1	0.584426847323884
GPR85	0.5846048852409231
ABI3	0.584701194379741
CHCHD5	0.5849004766714127
KLK3	0.5849302005466134
ZNF705A	0.5849644331355458
C17orf64	0.5850620477104879
SLC16A7	0.5853868914018109
DAB2IP	0.5854846018565304
ANKRD53	0.5856394665010788
TGFBI	0.5856439439731357
RBP4	0.5856783911815777
RORA	0.5857986209575866
CLDN6	0.5858790203030463
GDF15	0.5860400257790648
PTGIR	0.5860503441465832
PI16	0.586203205507287
OR14C36	0.586234531599006
